"Id_PtPrelMetier";"Op_code";"CdStationMesureEauxSurface";"CodeSandreRdd";"CdStationTemp";"LbStationMesureEauxSurface";"Pm_Id_PointPrel";"Pm_Lieu";"Id_Reseau";"CodeSandreRdd.1";"Id_Opera";"Op_Dtd";"Op_Eau";"Op_Hdb";"Op_Lim";"Op_Lng";"Op_Lam";"Op_Tmm";"Op_Prf";"age0";"age1";"age2";"age3";"age4";"<80";"80-90";"90-100";"100-110";"110-120";"120-130";"130-140";"140-150";"150-160";"160-170";"170-180";"180-190";"190-200";"200-210";"210-220";"220-230";"230-240";"240-250";"250-260";"260-270";"270-280";"280-290";"290-300";"300-310";"310-320";"320-330";"330-340";"340-350";"350-360";"360-370";"370-380";"380-390";"390-400";"400-500";"500-600";"600-700";"700-800";">800";"50-100";"100-150";"150-200";"200-250";"250-300";"300-350";"350-400";"400-450";"450-500";"500-550";"550-600";"600-650";"650-700";"700-750";"750-800";"800-850";"850-900";"900-950";"950-1000";"Eff1";"Eff2";"Eff3";"poidstotal";"annee";"mois";"NCS";"LCI";"UCI";"p";"Nzip";"pzip";"LCIzip";"UCIzip";"densCS";"densZip";"eff";"Eff3calcul";"biomCS";"code_iav";"riviere";"distance_mer";"classdist"
"1";13192;"20020000154";NA;0;"04350109";"Le Canut Sud à Renac";87386;"LA METAIRIE";1084;0;155;2003-08-19;18.9;1420;-9;24;3.67;-9;-9;0.0142875724867918;0.221491697920461;0.18629749841517;0.139887506561753;0.119234634696658;0;0;0;0;2;1;1;2;3;5;3;3;3;4;2;2;1;2;4;0;0;2;1;0;0;3;1;0;0;1;1;1;0;1;0;0;0;0;0;6;17;11;7;4;3;0;1;0;0;0;0;0;0;0;0;0;0;33;16;NA;1316.23;"2003";"08";60;41.1952224949441;78.8047775050559;0.563218390804598;61;0.550561797752809;40.7243990592959;81.2756009407041;0.681198910081744;0.692552225249773;0.55;0;18.2982539064672;"CANSb-65";"CANUTSUD";65;"50-100rkm"
"2";13192;"20020000091";NA;0;"04350109";"Le Canut Sud à Renac";87386;"LA METAIRIE";1084;0;92;2000-09-13;16;1155;-9;26;3.23;-9;-9;0.102844778630641;1.20790952380883;0.475278164549263;0.260436953530392;0.168343630389448;0;0;0;5;6;10;17;21;19;17;15;9;8;8;6;2;7;12;2;1;2;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;59;68;35;5;2;0;1;0;0;0;0;0;0;0;0;0;0;0;130;40;NA;1642.6;"2000";"09";186;170.613901743866;201.386098256134;0.702479338842975;187;0.69672131147541;171.043384066696;202.956615933304;2.21481305072636;2.22672064777328;0.698924731182796;0;21.4003053948419;"CANSb-65";"CANUTSUD";65;"50-100rkm"
"3";13192;"20020000107";NA;0;"04350109";"Le Canut Sud à Renac";87386;"LA METAIRIE";1084;0;108;2001-08-20;17.5;1530;-9;26;3.14;-9;-9;0.147430706372896;1.11159326854282;0.375986615388726;0.257386697681588;0.189915304360443;0;0;0;5;10;19;16;10;14;13;8;13;4;2;5;4;4;1;2;3;4;3;3;0;0;1;2;0;0;1;0;0;0;2;0;0;0;0;0;60;52;16;15;3;1;0;2;0;0;0;0;0;0;0;0;0;0;109;40;NA;1933.94;"2001";"08";170;149.616480637018;190.383519362982;0.645021645021645;170;0.645021645021645;149.616480637018;190.383519362982;2.08231259186673;2.08231259186673;0.641176470588235;0;27.0272994222466;"CANSb-65";"CANUTSUD";65;"50-100rkm"
"4";13192;"20020000230";NA;0;"04350109";"Le Canut Sud à Renac";87386;"LA METAIRIE";1084;0;230;2009-09-15;14.2;950;-9;28;3.11;-9;0.0741999968886375;0.000232889923648279;0.23353436710242;0.127478690308205;0.0675974587629412;0.0419880132040387;0;0;0;0;0;0;2;1;2;3;5;4;3;1;0;1;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;17;4;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;14;12;NA;238;"2009";"09";41;-0.698999067467597;82.6989990674676;0.382352941176471;56;0.26530612244898;-47.8577810858871;159.857781085887;0.470831419384474;0.643086816720257;0.341463414634146;0;4.30991837744249;"CANSb-65";"CANUTSUD";65;"50-100rkm"
"5";13192;"20020000126";NA;0;"04350109";"Le Canut Sud à Renac";87386;"LA METAIRIE";1084;0;127;2002-09-03;15.1;1510;-9;28;3.66;-9;-9;0.0319845961988017;0.460255171961715;0.357359791318033;0.222416296829508;0.157492340547541;0;0;0;2;2;7;9;8;8;7;5;13;4;7;7;5;8;7;4;2;4;2;6;3;2;0;0;0;1;2;0;0;0;0;0;0;0;0;0;28;37;34;18;5;3;0;0;0;0;0;0;0;0;0;0;0;0;113;12;NA;1961.86;"2002";"09";126;123.273898039155;128.726101960845;0.899280575539568;126;0.899280575539568;123.273898039155;128.726101960845;1.22950819672131;1.22950819672131;0.896825396825397;0;19.2969836065574;"CANSb-65";"CANUTSUD";65;"50-100rkm"
"6";13192;"20020000006";NA;0;"04350109";"Le Canut Sud à Renac";87386;"LA METAIRIE";1084;0;7;1998-09-02;0;1000;6;25;3.32;-9;-9;0.0622127515800297;0.974081195924626;0.253837410184739;0.155576526329317;0.0964607910522088;0;0;0;0;6;11;15;16;8;8;7;5;2;4;3;0;3;2;1;2;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48;30;12;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;50;33;13;802;"1998";"09";128;62.5757130996479;193.424286900352;0.402912621359223;112;0.472906403940887;94.1803727496411;129.819627250359;1.5421686746988;1.34939759036145;0.390625;13;12.8835341365462;"CANSb-65";"CANUTSUD";65;"50-100rkm"
"7";13192;"20020000192";NA;0;"04350109";"Le Canut Sud à Renac";87386;"LA METAIRIE";1084;0;193;2005-09-13;17.3;1345;-9;25;2.89;-9;0.175500005483627;0.00141058798950407;0.0809435042768242;0.0703900827998023;0.0397659229421651;0.0289431892120613;0;0;0;0;0;1;0;1;0;3;0;1;1;1;2;1;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;5;4;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;9;5;NA;206;"2005";"09";16;8.38037623908147;23.6196237609185;0.608695652173913;17;0.56;6.81820300678962;27.1817969932104;0.221453287197232;0.235294117647059;0.5625;0;3.25852694018784;"CANSb-65";"CANUTSUD";65;"50-100rkm"
"8";13192;"20020000210";NA;0;"04350109";"Le Canut Sud à Renac";87386;"LA METAIRIE";1084;0;211;2007-09-13;13.1;1040;-9;27;3.75;-9;0.11599999666214;0.000176821085455074;0.203350528245797;0.183383171344996;0.125018332414605;0.100416825921093;0;0;0;0;0;0;2;4;1;4;5;3;4;2;2;1;2;5;1;1;1;2;1;1;1;0;1;1;0;0;0;1;0;1;0;0;0;0;0;6;17;12;6;4;1;1;0;0;0;0;0;0;0;0;0;0;0;30;17;NA;1026.83235946523;"2007";"09";62;35.2696550592944;88.7303449407056;0.5;64;0.479591836734694;33.7061408805288;94.2938591194712;0.612345679012346;0.632098765432099;0.483870967741935;0;13.3782203912465;"CANSb-65";"CANUTSUD";65;"50-100rkm"
"9";13192;"20020000261";NA;0;"04350109";"Le Canut Sud à Renac";87386;"LA METAIRIE";1084;0;261;2013-09-12;14.5;0;-9;29;4.4;-9;0.0729999989271164;0.0183351291146997;0.299354252427028;0.146131898144731;0.0786933398105877;0.06093365635017;0;0;0;0;4;3;4;5;7;6;10;5;6;8;5;2;0;0;0;1;0;1;2;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;16;34;15;4;0;0;1;0;0;0;1;0;0;0;0;0;0;0;54;17;NA;1145;"2013";"09";77;67.5311162751049;86.4688837248951;0.71;78;0.696078431372549;67.6558363281975;88.3441636718025;0.603448275862069;0.61128526645768;0.701298701298701;0;9.73166585721224;"CANSb-65";"CANUTSUD";65;"50-100rkm"
"10";13192;"20020000250";NA;0;"04350109";"Le Canut Sud à Renac";87386;"LA METAIRIE";1084;0;250;2011-09-21;15.5;1430;-9;28;3.29;-9;-9;6.80130492144992e-08;0.135231625176899;0.154384207918864;0.0901086467939334;0.0653470977271881;0;0;0;0;0;0;0;0;1;3;5;5;2;7;1;0;3;2;2;0;0;0;0;0;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;16;13;2;3;1;0;0;0;0;0;0;0;0;0;0;0;0;24;11;NA;601;"2011";"09";41;28.4539128984932;53.5460871015068;0.603448275862069;42;0.583333333333333;27.8609528993757;56.1390471006243;0.445071645679548;0.455927051671732;0.585365853658537;0;7.64251597295453;"CANSb-65";"CANUTSUD";65;"50-100rkm"
"11";13192;"20020000042";NA;0;"04350109";"Le Canut Sud à Renac";87386;"LA METAIRIE";1084;0;43;1999-09-08;0;1600;0;26;3.01;-9;-9;0.133182417817959;1.47604720699621;0.69121455417089;0.487113334523955;0.394144505623634;0;0;1;2;8;4;13;14;19;15;11;9;9;7;4;12;1;3;3;4;1;4;0;2;2;1;2;3;0;2;0;2;1;1;1;0;0;0;1;41;63;27;12;10;5;1;0;1;0;0;0;0;0;0;0;0;0;99;62;NA;2757;"1999";"09";249;158.059858892359;339.940141107641;0.403508771929825;256;0.389830508474576;156.243633285854;355.756366714146;3.18170201891132;3.27114745719397;0.397590361445783;0;54.4841768083137;"CANSb-65";"CANUTSUD";65;"50-100rkm"
"12";13194;"20020000127";NA;0;"04350111";"Le Canut Sud à Saint-Just";87388;"Trohinat";1084;0;128;2002-09-03;18;1715;-9;31;2.53;-9;-9;6.73719236746926e-08;0.0720180959433303;0.146335758969782;0.0904782297590208;0.0736745417952314;0;0;0;0;0;0;0;0;1;2;1;1;3;6;2;3;1;2;2;0;0;0;1;0;2;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;8;14;3;3;1;1;0;0;0;0;0;0;0;0;0;0;0;25;5;NA;742.2;"2002";"09";30;27.9340165589848;32.0659834410152;0.857142857142857;31;0.810810810810811;27.9163048756408;34.0836951243592;0.382506693867143;0.395256916996047;0.833333333333333;0;9.46321560627311;"CANS-67";"CANUTSUD";67;"50-100rkm"
"13";13194;"20020000155";NA;0;"04350111";"Le Canut Sud à Saint-Just";87388;"Trohinat";1084;0;156;2003-08-19;20;1605;-9;27;2.91;-9;-9;6.82931709706186e-06;0.114429621814942;0.177795426255344;0.102322923666045;0.0763628519836189;0;0;0;0;0;0;0;2;3;1;1;3;1;3;2;6;3;1;4;0;0;0;0;0;0;2;0;0;1;0;0;1;0;0;0;0;0;0;0;2;9;15;4;2;2;0;0;0;0;0;0;0;0;0;0;0;0;25;9;NA;646.4;"2003";"08";37;29.783745795625;44.216254204375;0.693877551020408;38;0.666666666666667;29.4567150584106;46.5432849415894;0.470917653048237;0.483645157184676;0.675675675675676;0;8.95297561559943;"CANS-67";"CANUTSUD";67;"50-100rkm"
"14";13194;"20020000193";NA;0;"04350111";"Le Canut Sud à Saint-Just";87388;"Trohinat";1084;0;194;2005-09-13;-9;1540;-9;28;2.22;-9;-9;7.15359478673534e-12;0.0295756924105912;0.115044877628298;0.0732972425273488;0.0555699609354891;0;0;0;0;0;0;0;0;0;0;1;0;1;4;1;1;1;1;2;0;1;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;2;8;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;12;4;NA;335;"2005";"09";17;12.9911219632997;21.0088780367003;0.727272727272727;17;0.727272727272727;12.9911219632997;21.0088780367003;0.273487773487773;0.273487773487773;0.705882352941177;0;5.72615025740026;"CANS-67";"CANUTSUD";67;"50-100rkm"
"15";13194;"20020000262";NA;0;"04350111";"Le Canut Sud à Saint-Just";87388;"Trohinat";1084;0;262;2013-09-10;15.3;1600;-9;28;2.6;-9;0.148399993777275;0.00122165819014952;0.0602447349878683;0.151054166620879;0.129640419725275;0.124871987541209;0;0;0;0;0;1;0;0;0;1;1;3;1;1;1;4;3;2;1;0;2;2;2;0;1;0;1;1;0;1;0;2;2;1;0;0;0;0;0;1;6;11;7;3;5;1;0;0;0;0;0;0;0;0;0;0;0;29;5;NA;1202;"2013";"09";34;32.0880984884326;35.9119015115674;0.871794871794872;35;0.829268292682927;32.1635025574321;37.8364974425679;0.467032967032967;0.480769230769231;0.852941176470588;0;16.510989010989;"CANS-67";"CANUTSUD";67;"50-100rkm"
"16";13194;"20020000108";NA;0;"04350111";"Le Canut Sud à Saint-Just";87388;"Trohinat";1084;0;109;2001-08-20;17;1745;-9;29;3.38;-9;-9;0.00566389082311154;0.0806430019133393;0.114129824699041;0.070307425198939;0.0557198443480922;0;0;0;0;1;1;0;1;0;2;2;3;1;4;5;4;0;1;0;2;0;0;1;0;0;0;1;0;1;0;0;2;0;0;0;0;0;0;0;3;8;14;3;1;3;0;0;0;0;0;0;0;0;0;0;0;0;28;4;NA;1097.52;"2001";"08";32;30.4505124192386;33.5494875807614;0.888888888888889;32;0.888888888888889;30.4505124192386;33.5494875807614;0.326463986941441;0.326463986941441;0.875;0;11.1968985921241;"CANS-67";"CANUTSUD";67;"50-100rkm"
"17";13194;"20020000008";NA;0;"04350111";"Le Canut Sud à Saint-Just";87388;"Trohinat";1084;0;9;1998-09-02;0;1600;4;29;2.77;-9;-9;7.21066480774415e-06;0.0560242190205804;0.174873123420889;0.187306691622059;0.179323922733723;0;0;0;0;0;0;0;2;1;0;0;0;2;2;2;1;3;3;3;0;1;2;1;3;2;1;2;1;2;1;1;2;2;0;0;0;0;0;0;2;3;11;7;9;8;0;0;0;0;0;0;0;0;0;0;0;0;27;13;NA;1422;"1998";"09";48;32.5904570212814;63.4095429787186;0.579710144927536;49;0.563380281690141;32.0207726408939;65.9792273591061;0.597535167434333;0.609983816755882;0.5625;0;21.2423752022905;"CANS-67";"CANUTSUD";67;"50-100rkm"
"18";13194;"20020000211";NA;0;"04350111";"Le Canut Sud à Saint-Just";87388;"Trohinat";1084;0;212;2007-09-12;14.6;1100;-9;28;3.01;-9;0.18189999461174;6.37773413303793e-08;0.0706378518753271;0.156943254873461;0.103969541748095;0.0837316797073481;0;0;0;0;0;0;0;0;1;1;2;1;6;2;2;2;1;4;1;3;1;0;1;1;0;3;0;0;1;0;0;0;0;1;0;0;0;0;0;0;11;11;6;4;1;1;0;0;0;0;0;0;0;0;0;0;0;28;6;NA;775;"2007";"09";35;31.6914421947616;38.3085578052384;0.80952380952381;35;0.80952380952381;31.6914421947616;38.3085578052384;0.415282392026578;0.415282392026578;0.8;0;9.46599570060582;"CANS-67";"CANUTSUD";67;"50-100rkm"
"19";13194;"20020000251";NA;0;"04350111";"Le Canut Sud à Saint-Just";87388;"Trohinat";1084;0;251;2011-09-22;15.4;1430;-9;30;2.55;-9;0.216800004243851;2.02451587249932e-09;0.0621931554297748;0.190330020342857;0.159660948482166;0.149907377131653;0;0;0;0;0;0;0;0;0;2;1;2;0;3;2;3;1;1;2;4;1;3;0;2;0;1;0;2;0;2;1;0;0;2;0;0;0;0;0;0;5;10;10;5;3;2;0;0;0;0;0;0;0;0;0;0;0;23;12;NA;1214;"2011";"09";43;26.4209752537037;59.5790247462963;0.555555555555556;44;0.538461538461538;25.6407295231534;62.3592704768466;0.562091503267974;0.57516339869281;0.534883720930233;0;19.4965452847806;"CANS-67";"CANUTSUD";67;"50-100rkm"
"20";13194;"20020000231";NA;0;"04350111";"Le Canut Sud à Saint-Just";87388;"Trohinat";1084;0;231;2009-09-15;-9;1200;-9;27;2.55;-9;0.130199998617172;3.8101119674432e-06;0.0918924511133525;0.213594858433666;0.153879497427665;0.121602513029851;0;0;0;0;0;0;0;1;2;2;1;0;1;3;6;1;3;2;1;3;3;0;1;1;3;1;0;1;1;0;1;0;0;0;0;0;0;0;0;1;6;15;8;6;2;0;0;0;0;0;0;0;0;0;0;0;0;30;8;NA;932;"2009";"09";40;34.9998874228188;45.0001125771812;0.76;40;0.76;34.9998874228188;45.0001125771812;0.580973129992738;0.580973129992738;0.75;0;14.2491304514008;"CANS-67";"CANUTSUD";67;"50-100rkm"
"21";13194;"20020000044";NA;0;"04350111";"Le Canut Sud à Saint-Just";87388;"Trohinat";1084;0;45;1999-09-08;0;1150;0;26;3.03;-9;-9;0.0256810263221446;0.182860214862017;0.321794925122082;0.227122386450353;0.181866148913952;0;0;0;1;2;1;3;0;1;2;3;4;5;2;2;9;8;2;2;0;4;2;4;3;1;0;1;0;2;2;1;0;1;0;0;0;0;0;0;7;15;23;12;5;6;0;0;0;0;0;0;0;0;0;0;0;0;52;16;NA;1753;"1999";"09";74;64.6250393018104;83.3749606981896;0.708333333333333;74;0.708333333333333;64.6250393018104;83.3749606981896;0.939324701700939;0.939324701700939;0.702702702702703;0;24.215238265908;"CANS-67";"CANUTSUD";67;"50-100rkm"
"22";13194;"20020000093";NA;0;"04350111";"Le Canut Sud à Saint-Just";87388;"Trohinat";1084;0;94;2000-09-13;18.7;1610;3.5;27;3;-9;-9;0.0184352780139635;0.399811296648047;0.268432569293158;0.162701368498431;0.113582450401758;0;0;0;0;2;2;3;3;2;7;8;3;7;4;1;1;4;3;2;1;0;1;1;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;10;27;13;5;3;1;0;0;0;0;0;0;0;0;0;0;0;0;38;21;NA;857;"2000";"09";78;48.0183161906736;107.981683809326;0.5;80;0.483606557377049;46.8532097055279;113.146790294472;0.962962962962963;0.987654320987654;0.487179487179487;0;13.9874450721908;"CANS-67";"CANUTSUD";67;"50-100rkm"
