"Id_PtPrelMetier";"Op_code";"CdStationMesureEauxSurface";"CodeSandreRdd";"CdStationTemp";"LbStationMesureEauxSurface";"Pm_Id_PointPrel";"Pm_Lieu";"Id_Reseau";"CodeSandreRdd.1";"Id_Opera";"Op_Dtd";"Op_Eau";"Op_Hdb";"Op_Lim";"Op_Lng";"Op_Lam";"Op_Tmm";"Op_Prf";"age0";"age1";"age2";"age3";"age4";"<80";"80-90";"90-100";"100-110";"110-120";"120-130";"130-140";"140-150";"150-160";"160-170";"170-180";"180-190";"190-200";"200-210";"210-220";"220-230";"230-240";"240-250";"250-260";"260-270";"270-280";"280-290";"290-300";"300-310";"310-320";"320-330";"330-340";"340-350";"350-360";"360-370";"370-380";"380-390";"390-400";"400-500";"500-600";"600-700";"700-800";">800";"50-100";"100-150";"150-200";"200-250";"250-300";"300-350";"350-400";"400-450";"450-500";"500-550";"550-600";"600-650";"650-700";"700-750";"750-800";"800-850";"850-900";"900-950";"950-1000";"Eff1";"Eff2";"Eff3";"poidstotal";"annee";"mois";"NCS";"LCI";"UCI";"p";"Nzip";"pzip";"LCIzip";"UCIzip";"densCS";"densZip";"eff";"Eff3calcul";"biomCS";"code_iav";"riviere";"distance_mer";"classdist"
"23";13195;"20020000156";NA;0;"04350112";"Le Chevré à la Bouexiere  ";87389;"ETANG DU CHEVRE (AVAL)";1084;0;157;2003-08-21;15.4;900;-9;32;2.99;-9;-9;1.87586879739461e-23;0.00198717838981496;0.0528442881960378;0.0603603681438127;0.0729352556124582;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;1;2;0;0;1;0;1;1;2;1;0;0;2;0;0;0;2;1;0;0;0;0;0;0;5;3;5;2;2;0;1;0;0;0;0;0;0;0;0;0;16;2;NA;888;"2003";"08";18;16.9785504486919;19.0214495513081;0.9;18;0.9;16.9785504486919;19.0214495513081;0.188127090301003;0.188127090301003;0.888888888888889;0;9.2809364548495;"CHEVa-165";"CHEVRE";165;">100rkm"
"24";13195;"20020000045";NA;0;"04350112";"Le Chevré à la Bouexiere  ";87389;"ETANG DU CHEVRE (AVAL)";1084;0;46;1999-10-06;0;940;0;25;8.27;-9;-9;1.03805562273277e-20;0.000798171204111256;0.00600840756851613;0.00923725588875453;0.0323271447738815;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;1;3;1;1;0;0;0;0;1;2;0;1;1;0;0;3;0;1;0;1;0;0;0;0;8;2;NA;2365;"1999";"10";10;8.53329725588696;11.466702744113;0.833333333333333;10;0.833333333333333;8.53329725588696;11.466702744113;0.0483675937122128;0.0483675937122128;0.8;0;11.4389359129383;"CHEVa-165";"CHEVRE";165;">100rkm"
"25";13195;"20020000252";NA;0;"04350112";"Le Chevré à la Bouexiere  ";87389;"ETANG DU CHEVRE (AVAL)";1084;0;252;2011-09-20;16.1;930;-9;33;3.77;-9;0.319099992513657;3.22091471746644e-40;6.93326104090531e-06;0.00448612984966562;0.00664759690539346;0.0290602884494816;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;2;0;0;0;0;0;1;0;1;0;0;0;1;0;0;2;0;0;0;0;0;4;1;NA;1455;"2011";"09";5;3.96288454365276;6.03711545634724;0.833333333333333;5;0.833333333333333;3.96288454365276;6.03711545634724;0.0401896953621092;0.0401896953621092;0.8;0;11.6952013503738;"CHEVa-165";"CHEVRE";165;">100rkm"
"26";13195;"20020000128";NA;0;"04350112";"Le Chevré à la Bouexiere  ";87389;"ETANG DU CHEVRE (AVAL)";1084;0;129;2002-09-04;-9;910;-9;31;3.04;-9;-9;1.34327249647313e-35;3.47605347799146e-05;0.0191001659804754;0.030336684348472;0.0460366658531409;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;2;0;0;1;0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;1;3;1;2;1;0;0;0;0;0;0;1;0;0;0;0;7;2;NA;1212.5;"2002";"09";9;7.42961096792847;10.5703890320715;0.818181818181818;9;0.818181818181818;7.42961096792847;10.5703890320715;0.0955008488964346;0.0955008488964346;0.777777777777778;0;12.8660865874363;"CHEVa-165";"CHEVRE";165;">100rkm"
"27";13195;"20020000218";NA;0;"04350112";"Le Chevré à la Bouexiere  ";87389;"ETANG DU CHEVRE (AVAL)";1084;0;218;2007-09-24;18;1540;-9;34;3.35;-9;0.279000014066696;2.22282704126427e-35;5.35677049677349e-05;0.0123545147795237;0.0319998552502195;0.1926482518964;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;0;2;0;0;0;1;1;1;4;14;1;0;0;0;0;2;0;3;2;0;1;2;2;5;9;0;1;0;0;0;0;24;3;NA;8842;"2007";"09";27;25.7489849006502;28.2510150993498;0.9;27;0.9;25.7489849006502;28.2510150993498;0.237050043898156;0.237050043898156;0.888888888888889;0;77.6294995610184;"CHEVa-165";"CHEVRE";165;">100rkm"
"28";13195;"20020000263";NA;0;"04350112";"Le Chevré à la Bouexiere  ";87389;"ETANG DU CHEVRE (AVAL)";1084;0;263;2013-09-09;15.1;1050;-9;37;3.5;-9;0.216000005602837;1.80496267696268e-27;0.000268420338910339;0.00554910308070872;0.00607201816816817;0.0730855763835264;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;5;0;0;0;0;1;0;0;0;1;0;1;0;1;0;4;1;0;0;0;0;5;4;NA;3798;"2013";"09";11;1.36968127506771;20.6303187249323;0.529411764705882;12;0.473684210526316;-1.54172371422771;25.5417237142277;0.0849420849420849;0.0926640926640927;0.454545454545455;0;35.8455598455598;"CHEVa-165";"CHEVRE";165;">100rkm"
"29";13195;"20020000009";NA;0;"04350112";"Le Chevré à la Bouexiere  ";87389;"ETANG DU CHEVRE (AVAL)";1084;0;10;1998-09-09;0;900;8;20;6.86;-9;-9;6.5402332361516e-24;0.000536488794548105;0.0106738445014351;0.016579127048105;0.045107041122449;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;3;1;0;2;0;0;0;0;1;1;2;0;1;2;0;1;0;0;2;0;0;0;0;0;7;3;NA;1942;"1998";"09";10;7.64804321855194;12.3519567814481;0.769230769230769;11;0.666666666666667;6.4034770191135;15.5965229808865;0.0728862973760933;0.0801749271137026;0.7;0;14.1545189504373;"CHEVa-165";"CHEVRE";165;">100rkm"
"30";13195;"20020000232";NA;0;"04350112";"Le Chevré à la Bouexiere  ";87389;"ETANG DU CHEVRE (AVAL)";1084;0;232;2009-09-14;-9;1440;-9;32;3.79;-9;0.259999990463257;7.39874670184697e-24;0.000606906470082124;0.00920792780835184;0.0093163069591029;0.046849234762533;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;3;0;0;0;0;1;1;1;0;0;0;1;0;0;1;2;1;0;0;0;0;8;0;NA;2759;"2009";"09";8;8;8;1;8;1;8;8;0.0659630606860158;0.0659630606860158;1;0;22.7490105540897;"CHEVa-165";"CHEVRE";165;">100rkm"
"31";13195;"20020000194";NA;0;"04350112";"Le Chevré à la Bouexiere  ";87389;"ETANG DU CHEVRE (AVAL)";1084;0;195;2005-09-15;22;930;-9;31;2.89;-9;-9;2.13465788592477e-27;0.000317616896763195;0.0209941049424122;0.0451802190646277;0.112115046444916;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2;1;0;0;0;1;1;0;0;2;0;1;3;1;2;0;0;0;0;1;3;2;3;1;0;2;1;0;1;1;1;0;0;0;0;14;2;NA;2944;"2005";"09";16;14.9043468242793;17.0956531757207;0.888888888888889;16;0.888888888888889;14.9043468242793;17.0956531757207;0.178591360642929;0.178591360642929;0.875;0;32.8608103582989;"CHEVa-165";"CHEVRE";165;">100rkm"
"32";13195;"20020000109";NA;0;"04350112";"Le Chevré à la Bouexiere  ";87389;"ETANG DU CHEVRE (AVAL)";1084;0;110;2001-08-21;22;900;-9;28;2.98;-9;-9;2.25081137921105e-14;0.0160355812114927;0.0510708820469802;0.0532903875667717;0.0953270226321737;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;2;0;0;0;1;0;0;0;0;0;0;0;2;0;1;0;2;0;2;0;0;0;0;2;4;1;0;3;0;2;0;0;1;1;0;0;0;0;0;0;8;6;NA;1757.52;"2001";"08";18;3.59726497093407;32.4027350290659;0.5;20;0.4375;-1.29749586548306;41.2974958654831;0.215723873441994;0.239693192713327;0.444444444444444;0;27.0813587179838;"CHEVa-165";"CHEVRE";165;">100rkm"
"33";13195;"20020000094";NA;0;"04350112";"Le Chevré à la Bouexiere  ";87389;"ETANG DU CHEVRE (AVAL)";1084;0;95;2000-10-31;14.7;930;5;35;3.19;-9;-9;5.62651141961487e-10;0.00684659043922881;0.0190512590576866;0.0223547664576803;0.0592323812360054;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;1;0;0;1;0;0;0;1;0;0;1;0;0;0;0;3;1;1;0;0;0;1;2;2;1;1;0;0;2;1;0;1;1;0;0;0;0;0;11;1;NA;2231;"2000";"10";12;11.3888738566196;12.6111261433804;0.923076923076923;12;0.923076923076923;11.3888738566196;12.6111261433804;0.107478728168383;0.107478728168383;0.916666666666667;0;19.9820868786386;"CHEVa-165";"CHEVRE";165;">100rkm"
"34";13197;"20020000157";NA;0;"04350114";"Le Chevré à la Bouexiere ";87391;"PONT D27(AVAL)";1084;0;158;2003-08-21;16.5;1130;-9;19;3.98;-9;-9;5.29904787093361e-40;1.1490043413269e-05;0.0249657882252962;0.0407766411928061;0.0532622137926474;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3;1;1;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;4;3;0;0;1;1;0;0;0;0;0;0;0;0;0;9;0;NA;665;"2003";"08";9;9;9;1;9;1;9;9;0.119016133298069;0.119016133298069;1;0;8.79396984924623;"CHEV-163";"CHEVRE";163;">100rkm"
