date;station;taille;poids;diametrehorizontal;diametrevertical;diametreremarque;pectorale;contraste;ligne;stade;marque;;operateur;patho;remarque;remarque bis;;;
29/09/2016;0435XXX8;385;92;6.4;5.6;;19.7;0;0;J;00_06E7_5C8B;;Brice;ERC1;recapture 2016;;;;
29/09/2016;0435XXX8;332;54;4.8;4.7;;12.8;0;0;J;00_06E7_68FF;;Brice;ERC1;pose 2016;;;;
29/09/2016;0435XXX8;415;113;5.2;5.2;;19.1;0;0;J;00_06E7_6879;;Brice;ERC1,HEC1;recapture 2016;hors secteur;;;
26/09/2016;0435XXX9;384;83;5.2;5.2;;18.6;0;0;J;00_06E7_65E7;;Brice;ERC1;pose 2016;;;;
26/09/2016;0435XXX9;445;162;5.6;5.6;;22.9;0;0;J;00_06E7_6C2C;;Brice;ERC1;pose 2016;;;;
26/09/2016;0435XX11;525;250;6.6;6.6;;27.2;0;0;J;00_06E7_73C2;;Brice;ERC1;pose 2016;;;;
26/09/2016;0435XX11;370;72;4.7;4.5;;14.9;0;0;J;00_06E3_E549;;Brice;ERC1;pose 2016;;;;
29/09/2016;0435XX14;398;98;5.6;5.2;;20;0;0;J;00_06E7_800E;;Brice;ERC2;pose 2016;;;;
29/09/2016;0435XX14;436;138;5.5;5.5;;20.1;0;0;J;00_06E7_644C;;Brice;SMC4;pose 2016;;;;
29/09/2016;0435XX14;530;222;6.5;6.2;;23.9;0;0;J;00_06E7_6DCE;;Brice;ERC2,HEC1;recapture 2016;;;;
30/09/2016;0435XX16;340;62;5;5;;16.6;0;0;J;00_06E7_5D07;;Brice;ERC1;pose 2016;;;;
30/09/2016;0435XX16;323;55;4.5;4.4;;14.4;0;0;J;00_06E7_6663;;Brice;ERC1,ACC4;pose 2016;;;;
30/09/2016;0435XX16;388;81;5.9;5.6;;17.4;0;0;J;00_06E7_67F8;;Brice;ERC1,ACC4;pose 2016;;;;
30/09/2016;0435XX16;558;246;7.5;6.9;;26.1;0;0;J;00_06E7_66EA;;Brice;ERC1,ACC4,SMC4;pose 2016;;;;
30/09/2016;0435XX16;308;42;4.1;4.1;;14.2;0;0;J;00_06E7_75ED;;Brice;ERC1;pose 2016;;;;
30/09/2016;0435XX16;438;151;5.8;5.8;;18.8;0;0;J;00_06DF_1734;;Brice;ERC1,ACC4;recapture 2016;;;;
30/09/2016;0435XX16;326;46;4.2;3.9;;13.3;0;0;J;00_06E7_7F4F;;Brice;OO;pose 2016;;;;
30/09/2016;0435XX16;363;80;4.6;4.2;;16.7;0;0;J;00_06E7_718F;;Brice;ERC1;recapture 2016;;;;
30/09/2016;0435XX16;354;57;4.6;4.6;;16.5;0;0;J;00_06E7_6E4C;;Brice;ACC4;pose 2016;;;;
30/09/2016;0435XX16;391;85;4.5;4.5;;16.5;0;0;J;00_06E7_6E54;;Brice;ERC1,ACC4;pose 2016;;;;
30/09/2016;0435XX16;336;58;4.2;4.2;;14.5;0;0;J;00_06E7_687E;;Brice;ERC1;pose 2016;;;;
30/09/2016;0435XX16;401;85;4.6;4.6;;17.3;0;0;J;00_06E7_718D;;Brice;ERC1;pose 2016;;;;
30/09/2016;0435XX18;394;88;5.6;5.1;;17.4;0;0;J;00_06E7_66E7;;Brice;ERC1;recapture 2016;;;;
30/09/2016;0435XX18;368;74;5.4;5.4;;18.3;0;0;J;00_06E7_51FC;;Brice;ERC1,PBN1;pose 2016;hors secteur;;;
19/09/2016;0456XXX1;353;59;4.1;4;;14.3;0;0;J;00_06E7_7108;;Brice;HET1,HEA1;recapture 2016;;;;
21/09/2016;0456XXX5;310;44;4.2;4;;15.3;0;0;J;00_06E7_7ECD;;Brice;ERC1;pose 2016;marquage sous-cutané;;;
21/09/2016;0456XXX8;417;94;5.7;5.5;;19.7;0;0;J;00_06E7_6A0F;;Brice;ERC1,HEC1;pose 2016;;;;
21/09/2016;0456XXX8;335;68;4.5;4.3;;15.2;0;0;J;00_06E7_813B;;Brice;ERC1,HEN1;pose 2016;marquage sous-cutané;;;
21/09/2016;0456XXX8;306;44;3.9;3.8;;11.7;0;0;J;00_06E7_7567;;Brice;ACC3;pose 2016;;;;
21/09/2016;0456XXX8;380;61;4.9;4.4;;14.8;0;0;J;00_06E7_813E;;Brice;HEC4;recapture 2016;;;;
21/09/2016;0456XXX8;306;41;4.3;4.1;;14.3;0;0;J;00_06E3_E661;;Brice;ERC1,HEA1;pose 2016;;;;
21/09/2016;0456XXX8;402;104;5.9;5.7;;18.5;0;0;J;00_06E7_7A36;;Brice;ERC2,ADP1;recapture 2016;;;;
21/09/2016;0456XXX8;303;45;4.3;4.3;;15;0;0;J;00_06E7_7073;;Brice;ERC1;pose 2016;;;;
21/09/2016;0456XXX8;480;186;5.8;5.8;;22.4;0;0;J;00_06E4_832B;;Brice;ERC2,HEC1;recapture 2016;;;;
21/09/2016;0456XXX8;484;191;7;7;;23.1;0;0;J;00_06E4_8484;;Brice;ERC3;recapture 2016;;;;
21/09/2016;0456XXX8;317;55;4.2;4.2;;14.4;0;0;J;00_06E7_721E;;Brice;ERC1;pose 2016;;;;
21/09/2016;0456XXX8;390;86;6.1;5.9;;17.8;0;0;J;00_06E7_822D;;Brice;ERC2;pose 2016;;;;
21/09/2016;0456XXX8;426;121;6;5.8;;17.5;0;0;J;00_06E7_6A17;;Brice;HEC2,ACC1;pose 2016;;;;
22/09/2016;0456XX12;368;89;6.6;6.3;;18.1;1;0;J;00_06E7_5F0B;;Brice;ACC4;pose 2016;;;;
22/09/2016;0456XX13;335;51;4.4;4.1;;14.1;0;0;J;00_06E7_61A8;;Brice;ERC1;recapture 2016;;;;
22/09/2016;0456XX13;364;67;5.6;5.5;;15.5;0;0;J;00_06E7_62B6;;Brice;ERC1;pose 2016;;;;
22/09/2016;0456XX16;352;68;4.3;4.3;;14.5;0;0;J;00_06E7_822A;;Brice;ERC1;pose 2016;;;;
22/09/2016;0456XX16;341;68;5.3;5.1;;16;0;0;J;00_06E7_7FC8;;Brice;OO;pose 2016;;;;
22/09/2016;0456XX16;320;49;3.8;3.8;;13.9;0;0;J;00_06E7_61A1;;Brice;ERC1;pose 2016;;;;
22/09/2016;0456XX16;303;43;4.2;4.2;;14.1;0;0;J;00_06E7_8229;;Brice;ERC1;pose 2016;;;;
22/09/2016;0456XX16;309;49;4.9;4.9;;13.2;0;0;J;00_06E7_6098;;Brice;PBC1;pose 2016;;;;
03/10/2017;0435XXX1;476;221;6.3;6.8;;23.7;0;0;J;00_06E7_74E0;;Gérard;ERK1,HEW1;recapture 2017;;;;
03/10/2017;0435XXX1;405;109;5.2;5.2;;18.5;0;0;J;00_06DF_2889;;Gérard;ERK1;recapture 2017;;;;
03/10/2017;0435XXX2;414;109;4.6;5.3;;19.2;0;0;J;00_06E4_94AC;;Gérard;ERC1;recapture 2017;;;;
03/10/2017;0435XXX2;422;109;5.7;5;;17.9;0;0;J;00_06E7_6EDA;;Gérard;ERW1;recapture 2017;;;;
03/10/2017;0435XXX2;361;58;4.7;4;;15.6;0;0;J;00_06E7_744E;;Gérard;ERK1;pose 2017;;;;
03/10/2017;0435XXX2;361;75;4.3;4.2;;15.3;0;0;J;00_06E7_7ECE;;Gérard;OO;pose 2017;;;;
03/10/2017;0435XXX2;306;37;3.6;3.6;;14.1;0;0;J;00_06E7_838A;;Gérard;ERK1;pose 2017;;;;
03/10/2017;0435XXX2;590;361;8;7.5;;29.3;0;0;J;00_06E7_7FC9;;Gérard;ERK1;pose 2017;;;;
03/10/2017;0435XXX2;355;65;4.5;4.3;;14.6;0;0;J;00_06E7_6D3D;;Gérard;OO;recapture 2017;hors secteur;;;
03/10/2017;0435XXX2;447;151;5.2;5.3;;20.3;0;0;J;00_06E7_6A95;;Gérard;ERC2,HET2,HEW1;recapture 2017;hors secteur;;;
03/10/2017;0435XXX6;310;37;1.5;2;;11.5;0;0;J;00_06E7_6CB3;;Gérard;ERK1;pose 2017;;;;
05/01/2017;0435XXX8;333;55;4.2;4.2;;14.9;0;0;J;00_06E7_789A;;Brice;ERC1;pose 2017;;;;
05/01/2017;0435XXX8;375;82;5.1;4.7;;16.9;0;0;J;00_06E7_6DC4;;Brice;ERC1;pose 2017;;;;
05/01/2017;0435XXX8;369;49;4.5;4.4;;15.8;0;0;J;00_06E7_7D48;;Brice;ACC4;pose 2017;;;;
05/01/2017;0435XXX8;340;53;5.4;5.3;;16.1;0;0;J;00_06E7_6E52;;Brice;HEN1,ERC4;pose 2017;;;;
05/01/2017;0435XXX8;490;181;6.8;6.2;;24;0;0;J;00_06E7_7220;;Brice;ERC1;pose 2017;;;;
02/10/2017;0435XXX9;675;619;7.3;7.2;;36.6;0;0;J;00_06E7_5E0B;;Gérard;HEN1,HEP1,ERC4;pose 2017;;;;
02/10/2017;0435XXX9;516;186;5.7;5.3;;21;0;0;J;00_06E7_81B5;;Gérard;ERC3,HEK1;pose 2017;;;;
02/10/2017;0435XXX9;616;384;5.6;5.4;;28;0;0;J;00_06E7_7812;;Gérard;ERP3;pose 2017;;;;
02/10/2017;0435XXX9;384;72;4.3;3.8;;17.7;0;0;J;00_06E7_7336;;Gérard;ERP2;pose 2017;;;;
02/10/2017;0435XXX9;615;451;7;6.6;;23.3;0;0;J;00_06E7_7DCC;;Gérard;;recapture 2017;hors secteur;;;
02/10/2017;0435XX11;619;529;6.6;6.8;;29.5;0;0;J;00_06E7_7BC0;;Gérard;ERK1,HEW1;pose 2017;;;;
02/10/2017;0435XX11;396;98;4.5;3.8;;19.8;0;0;J;00_06E7_7109;;Gérard;ERC1;pose 2017;;;;
02/10/2017;0435XX11;508;231;6.2;6.2;;25.3;0;0;J;00_06DF_2A26;;Gérard;;recapture 2017;hors secteur;;;
05/10/2017;0435XX14;320;46;4;4;;13.7;0;0;J;00_06E7_7FCA;;Brice;ERC2,HEN1;pose 2017;;;;
06/10/2017;0435XX16;303;24;4.3;4;;13;0;0;J;00_06E7_7702;;Brice;ERC1,AMC4;recapture 2017;;;;
06/10/2017;0435XX16;312;37;3.6;3.7;;11.6;0;0;J;00_06E7_744C;;Brice;;pose 2017;;;;
06/10/2017;0435XX16;526;219;6.3;6;;24.5;0;0;J;00_06E7_770A;;Brice;ERC2;pose 2017;;;;
06/10/2017;0435XX16;311;37;3.8;3.8;;13;0;0;J;00_06E3_E918;;Brice;OO;pose 2017;;;;
09/10/2017;0456XXX3;306;33;3.5;3.5;;15.4;0;0;J;00_06E7_63C0;;Brice;ERC1;pose 2017;;;;
09/10/2017;0456XXX3;354;69;4.4;3.9;;13.8;0;0;J;00_06E7_7C46;;Brice;ERC1,HEC1;pose 2017;;;;
11/10/2017;0456XXX8;451;130;5.4;5.4;;19.2;0;0;J;00_06DF_2F9B;;Brice;ERC1;recapture 2017;;;;
11/10/2017;0456XXX8;312;41;4.2;4;;13.6;0;0;J;00_06E3_DDC1;;Brice;ERC1;pose 2017;;;;
11/10/2017;0456XXX8;497;166;6.3;5.9;;22.7;0;0;J;00_06E4_832B;;Brice;HEP1;recapture 2017;;;;
11/10/2017;0456XXX8;490;199;6.7;6.4;;23.6;0;0;J;00_06E4_8484;;Brice;ERC1,ACC4;recapture 2017;;;;
11/10/2017;0456XXX8;312;33;4.1;3.8;;11.8;0;0;J;00_06E7_5C09;;Brice;ERC2;pose 2017;;;;
11/10/2017;0456XXX8;379;60;4.6;4.4;;14.8;0;0;J;00_06E7_813E;;Brice;ACC4;recapture 2017;;;;
11/10/2017;0456XXX8;400;71;5.1;4.6;;18.1;0;0;J;00_06E7_7708;;Brice;ERC4;pose 2017;;;;
13/10/2017;0456XXX9;302;32;4.4;3.8;;11.1;0;0;J;00_06E7_7A34;;Brice;AMC3;pose 2017;;;;
13/10/2017;0456XXX9;429;144;7;6.5;;24;0;0;J;00_06E7_749C;;Brice;ERC1;pose 2017;;;;
12/10/2017;0456XX13;319;45;4.1;4.1;;13.5;0;0;J;00_06E7_6C31;;Brice;ERC1;pose 2017;;;;
12/10/2017;0456XX13;317;38;5;4.7;;13.3;0;0;J;00_06E7_75F8;;Brice;ERC1,AMC2;pose 2017;;;;
12/10/2017;0456XX13;338;58;5.2;5;;14.7;0;0;J;00_06E3_E547;;Brice;OO;pose 2017;;;;
12/10/2017;0456XX13;338;50;4.3;4.3;;14.7;0;0;J;00_06E7_61A8;;Brice;HEP1,ACC2;recapture 2017;;;;
12/10/2017;0456XX16;308;44;4;4;;14;0;0;J;00_06E7_62AC;;Brice;OO;pose 2017;hors secteur;;;
12/10/2017;0456XX16;306;46;4.5;4.5;;14;0;0;J;00_06E7_8229;;Brice;ERK2;recapture 2017;hors secteur;;;
01/10/2018;0456XXX3;365;77;4.9;4.9;;15.6;0;0;J;;;Brice;OO;pose 2018;erreur numero de marque;;;
02/10/2018;0456XXX5;301;33;3.6;3.6;;12.9;0;0;J;00_06E7_7103;;Brice;ERC1;pose 2018;;;;
02/10/2018;0456XXX8;495;203;6.9;7.4;;24.1;0;0;J;00_06E4_8484;;Brice;ERC3;recapture 2018;;;;
02/10/2018;0456XXX8;330;56;5;4.6;;14.8;0;0;J;00_06E3_DDC1;;Brice;ERK1;recapture 2018;;;;
02/10/2018;0456XXX8;328;42;3.8;3.8;;10.1;0;0;J;00_06E7_5E07;;Brice;ERC1;pose 2018;;;;
02/10/2018;0456XXX8;480;183;6.2;6.2;;20.6;0;0;J;00_06DF_3C3D;;Brice;ERK2;recapture 2018;;;;
02/10/2018;0456XXX8;344;60;5.4;5.3;;17.1;0;0;J;00_06E3_DB1F;;Brice;ERC4,ACC2;pose 2018;;;;
02/10/2018;0456XXX8;482;177;6.3;6.3;;23.4;0;0;J;00_06E7_6A16;;Brice;ERC1,ACC2;pose 2018;;;;
02/10/2018;0456XXX8;326;55;5;5;;13.6;0;0;J;00_06E7_79AB;;Brice;ERC2;pose 2018;;;;
02/10/2018;0456XXX8;321;46;4.7;4.6;;15.2;0;0;J;00_06E3_E661;;Brice;ERC2;recapture 2018;;;;
02/10/2018;0456XXX8;314;44;4.8;4.2;;14.4;0;0;J;00_06E7_65E8;;Brice;ERC1;pose 2018;;;;
05/10/2018;0456XXX9;307;36;4.2;4.2;;12.7;0;0;J;00_06E7_65DD;;Brice;ERC1;pose 2018;;;;
05/10/2018;0456XXX9;315;34;5.3;4.9;;13.1;0;0;J;00_06E7_7700;;Brice;OO;pose 2018;;;;
04/10/2018;0456XX13;313;39;4.6;4.4;;12.6;0;0;J;00_06E3_E6EC;;Brice;ERC2;pose 2018;;;;
04/10/2018;0456XX13;334;60;5;5;;16.7;0;0;J;00_06E7_687D;;Brice;ERC2;pose 2018;;;;
04/10/2018;0456XX13;331;57;4.8;4.7;;14.6;0;0;J;00_06E7_6C31;;Brice;ERC1;recapture 2018;;;;
04/10/2018;0456XX16;398;104;5.9;5.6;;16.6;0;0;J;00_06E7_5C89;;Brice;ERC2;pose 2018;;;;
04/10/2018;0456XX16;318;54;4.6;4.5;;14.7;0;0;J;00_06E7_62AC;;Brice;ERC1,ACC1;recapture 2018;hors secteur;;;
25/09/2018;0435XXX1;313;42;4.2;4;;11.9;0;0;J;00_06E7_6ED4;;Brice;ERC1;pose 2018;;;;
25/09/2018;0435XXX1;453;150;5.7;5.4;;18.7;0;0;J;00_06E7_655E;;Brice;ERC1;pose 2018;;;;
25/09/2018;0435XXX1;301;36;4.2;4.2;;15.6;0;0;J;00_06E7_84DC;;Brice;OO;pose 2018;;;;
25/09/2018;0435XXX1;310;44;4.2;4.2;;14.6;0;0;J;00_06E7_7ABA;;Brice;OO;pose 2018;;;;
25/09/2018;0435XXX2;310;38;4;4;;14.7;0;0;J;00_06E7_838A;;Brice;OO;recapture 2018;;;;
25/09/2018;0435XXX2;420;93;5.8;5.7;;20.1;0;0;J;00_06E7_6EDA;;Brice;ERC4;recapture 2018;;;;
25/09/2018;0435XXX2;357;60;4.4;4.4;;13.8;0;0;J;00_06E7_66F2;;Brice;ERC1;pose 2018;;;;
25/09/2018;0435XXX2;361;56;4.6;4.4;;17.6;0;0;J;00_06E7_744E;;Brice;ERC1,PBC4;recapture 2018;;;;
25/09/2018;0435XXX2;455;131;6.4;6.2;;22.7;0;0;J;00_06E7_7076;;Brice;ERC4;recapture 2018;;;;
25/09/2018;0435XXX2;470;112;6.2;5.9;;21.1;0;0;J;00_06E3_E28A;;Brice;ERC1,ACC4;pose 2018;;;;
25/09/2018;0435XXX2;513;225;6.9;6.6;;28.5;0;0;J;00_06DF_2120;;Brice;ERC2;recapture 2018;;;;
25/09/2018;0435XXX2;338;55;4.8;4.7;;16.7;0;0;J;00_06E7_7564;;Brice;ERC1;recapture 2018;;;;
25/09/2018;0435XXX6;304;38;4.2;4;;12.1;0;0;J;00_06E7_5E05;;Brice;OO;pose 2018;;;;
25/09/2018;0435XXX6;359;79;4.6;4.3;;16.4;0;0;J;00_06E7_644D;;Brice;ERC3;pose 2018;;;;
25/09/2018;0435XXX6;363;65;5.5;5.2;;16.2;0;0;J;00_06E7_6A99;;Brice;ERC1;pose 2018;;;;
25/09/2018;0435XXX6;328;43;4;3.9;;14.5;0;0;J;00_06E7_73CB;;Brice;ERC2;pose 2018;;;;
25/09/2018;0435XXX6;365;82;5.9;5.6;;16.6;0;0;J;00_06E7_83FC;;Brice;OO;recapture 2018;;;;
25/09/2018;0435XXX6;385;69;5.2;5;;17.8;0;0;J;00_06E3_E6EB;;Brice;ERC2;pose 2018;;;;
27/09/2018;0435XXX8;332;41;4.9;4.9;;12.8;0;0;J;00_06E7_68FF;;Brice;ACC1;recapture 2018;;;;
27/09/2018;0435XXX8;320;42;4.6;4.2;;13.2;0;0;J;00_06E7_687F;;Brice;ERC1;pose 2018;;;;
27/09/2018;0435XXX8;308;36;4.4;4.4;;13.1;0;0;J;00_06E3_D98E;;Brice;HEA1;pose 2018;;;;
27/09/2018;0435XXX8;426;122;6.5;5.9;;21.3;0;0;J;00_06E7_6C32;;Brice;ERC1;recapture 2018;;;;
27/09/2018;0435XXX8;301;42;4.3;4.1;;12.4;0;0;J;00_06E7_79AC;;Brice;OO;pose 2018;;;;
27/09/2018;0435XXX8;314;37;4;3.9;;13.3;0;0;J;00_06E7_7DCB;;Brice;ACC1;pose 2018;;;;
24/09/2018;0435XXX9;718;652;9.1;8.4;;37;0;0;J;00_06E7_74DD;;Brice;ERC2;pose 2018;;;;
24/09/2018;0435XXX9;338;51;4.2;4;;14.8;0;0;J;00_06E7_6EDB;;Brice;OO;pose 2018;;;;
24/09/2018;0435XXX9;575;203;6.8;6.4;;25.4;0;0;J;00_06E7_749F;;Brice;ERC4;pose 2018;;;;
24/09/2018;0435XX11;390;88;5.2;5;;17.4;0;0;J;00_06E7_6E50;;Brice;OO;pose 2018;;;;
24/09/2018;0435XX11;489;170;6.5;5.7;;21.5;0;0;J;00_06E7_6A15;;Brice;ERK1;pose 2018;;;;
27/09/2018;0435XX13;334;42;4.3;4.1;;13.4;0;0;J;00_06E7_64D5;;Brice;ERC1;pose 2018;;;;
27/09/2018;0435XX13;572;320;7;6.8;;28.2;0;0;J;00_06E7_7923;;Brice;ERC1,HEN1,HEA1;recapture 2018;hors secteur;;;
27/09/2018;0435XX14;601;413;7.2;6.8;;29.5;0;0;J;00_06E7_644C;;Brice;;recapture 2018;;;;
27/09/2018;0435XX14;365;61;4.4;4.4;;16;0;0;J;00_06E7_7FCA;;Brice;ERC2;recapture 2018;;;;
27/09/2018;0435XX14;545;273;6.6;6.6;;28.5;0;0;J;00_06E7_800E;;Brice;ERC4;recapture 2018;;;;
28/09/2018;0435XX16;415;81;5;5;;17.4;0;0;J;00_06E3_E6ED;;Brice;ERC1;pose 2018;;;;
28/09/2018;0435XX16;318;38;3.9;3.7;;12.4;0;0;J;00_06E7_744C;;Brice;ERC1;recapture 2018;;;;
28/09/2018;0435XX16;467;137;5.9;5.7;;21.1;0;0;J;00_06E7_792D;;Brice;ERC1;pose 2018;;;;
28/09/2018;0435XX16;345;59;4.1;4.1;;14.7;0;0;J;00_06E7_67F9;;Brice;ERC1;pose 2018;;;;
28/09/2018;0435XX16;377;86;5.1;5;;14.6;0;0;J;00_06E7_6BAC;;Brice;ERC1;pose 2018;;;;
28/09/2018;0435XX16;384;87;4.6;4.4;;17.2;0;0;J;00_06E7_718F;;Brice;ERC2;recapture 2018;;;;
28/09/2018;0435XX16;314;34;4.3;4.3;;14.2;0;0;J;00_06E7_721F;;Brice;OO;pose 2018;;;;
28/09/2018;0435XX16;308;42;3.9;3.9;;12.3;0;0;J;00_06E7_80BF;;Brice;ERC2;pose 2018;;;;
28/09/2018;0435XX16;440;113;6;6;;21.8;0;0;J;00_06E3_E179;;Brice;ERC4;pose 2018;;;;
28/09/2018;0435XX18;439;124;6.1;5.8;;20.1;0;0;J;00_06E7_66E7;;Brice;ERC4;recapture 2018;;;;
28/09/2018;0435XX18;361;71;5.1;5;;16.6;0;0;J;00_06E7_6DCC;;Brice;;pose 2018;;;;
30/09/2019;0456XXX3;286;35;3.7;4.1;;12.4;0;0;J;00_06E7_7CC9;;Brice;ERC1;pose 2019;;;;
30/09/2019;0456XXX3;369;53;4.8;4.8;;12.9;0;0;J;00_06E7_756D;;Brice;ERC3;pose 2019;;;;
01/10/2019;0456XXX5;306;37;4.4;4.4;;12.4;0;0;J;00_06E7_609B;;Brice;ERC4;pose 2019;;;;
01/10/2019;0456XXX5;330;47;4.1;4.8;;14.5;0;0;J;00_06E7_7103;;Brice;OO;recapture 2019;;;;
01/10/2019;0456XXX8;326;40;4.5;4.5;;12.8;0;0;J;00_06E7_5C09;;Brice;;recapture 2019;;;;
01/10/2019;0456XXX8;339;45;4.5;4.3;;10.8;0;0;J;00_06E7_5E07;;Brice;;recapture 2019;;;;
04/10/2019;0456XXX9;331;54;6.1;5.8;;16.8;0;0;J;00_06E7_72AB;;Brice;;pose 2019;;;;
04/10/2019;0456XXX9;327;54;4.3;4.3;;14.8;0;0;J;00_06E7_65DD;;Brice;;recapture 2019;;;;
04/10/2019;0456XXX9;527;289;7.9;7.5;;28.6;0;0;J;00_06E7_749C;;Brice;;recapture 2019;;;;
03/10/2019;0456XX13;303;43;5.9;4.7;;14.3;0;0;J;00_06E7_6909;;Brice;;pose 2019;;;;
03/10/2019;0456XX13;338;55;6.2;6;;16.7;0;0;J;00_06E7_778B;;Brice;;pose 2019;;;;
03/10/2019;0456XX16;314;50;4.5;4.4;;13.8;0;0;J;00_06E7_7AB5;;Brice;ACC4,ERC3;pose 2019;;;;
03/10/2019;0456XX16;466;127;6.1;6;;22.6;0;0;J;00_06E7_6902;;Brice;ERC4;pose 2019;;;;
03/10/2019;0456XX16;518;277;7.1;7.1;;24.2;0;0;J;00_06E7_72AE;;Brice;ERC4;recapture 2019;hors secteur;;;
20/09/2019;Seiche amt;332;57;4.2;3.9;;13.3;0;0;J;00_06E7_7ECB;;Brice;OO;pose 2019;;;;
20/09/2019;Seiche amt;301;43;4;4.2;;13.6;0;0;J;00_06E7_6FE6;;Brice;ERC1;pose 2019;;;;
20/09/2019;Seiche amt;682;624;8.4;8.4;;37.6;0;0;J;00_06E7_6A12;;Brice;ERC4;pose 2019;;;;
20/09/2019;Seiche amt;347;59;4.8;4.4;;14.4;0;0;J;00_06E7_7CCD;;Brice;ERC4;pose 2019;;;;
20/09/2019;Seiche amt;444;101;5.2;5.1;;16.5;0;0;J;00_06E7_7675;;Brice;ERC2;pose 2019;incertitude taille;;;
20/09/2019;Seiche amt;349;59;4.8;4.7;;13.8;0;0;J;00_06E7_7A35;;Brice;ERC3;pose 2019;;;;
20/09/2019;Seiche amt;357;74;5.1;4.9;;14.8;0;0;J;00_06E7_72A9;;Brice;ACC4,ERC4;pose 2019;;;;
17/09/2019;0435XXX1;323;56;5.2;4.2;;13.5;0;0;J;00_06E7_6ED4;;Brice;ERC4;recapture 2019;;;;
17/09/2019;0435XXX1;374;67;5.1;5.3;;18.6;0;0;J;00_06E3_DFE3;;Brice;ERC4;pose 2019;;;;
17/09/2019;0435XXX1;353;76;5.5;5.4;;15.9;0;0;J;00_06E7_6EDE;;Brice;CAAC,HEC1;pose 2019;;;;
17/09/2019;0435XXX1;305;39;4.1;4;;12.2;0;0;J;00_06E7_8317;;Brice;ERK2;pose 2019;;;;
17/09/2019;0435XXX1;327;47;4.5;4.4;;14.5;0;0;J;00_06E7_6119;;Brice;ERC1,HEA1;pose 2019;;;;
17/09/2019;0435XXX1;418;119;5.6;5.4;;21.7;0;0;J;00_06DF_2889;;Brice;ERK1,HEA1;recapture 2019;;;;
17/09/2019;0435XXX2;306;33;3.9;3.9;;12.8;0;0;J;00_06E7_62B7;;Brice;ERC1,PBC1;pose 2019;;;;
17/09/2019;0435XXX2;309;36;4.6;4.4;;13.2;0;0;J;00_06E3_EA2C;;Brice;;pose 2019;;;;
17/09/2019;0435XXX2;344;55;5.5;5.3;;17.4;0;0;J;00_06E7_7564;;Brice;ERC2;recapture 2019;;;;
17/09/2019;0435XXX2;377;73;5.3;5.1;;15.5;0;0;J;00_06E7_66F2;;Brice;ERC2;recapture 2019;;;;
17/09/2019;0435XXX2;428;125;6.2;5.8;;21.4;0;0;J;00_06E4_94AC;;Brice;ERC2;recapture 2019;;;;
17/09/2019;0435XXX2;440;139;6.3;6.2;;20.1;0;0;J;00_06E7_7FC6;;Brice;ERC3;pose 2019;;;;
17/09/2019;0435XXX2;532;242;6.1;6.1;;27.9;0;0;J;00_06E7_756B;;Brice;ERC3,ACC4,HEC1;pose 2019;;;;
17/09/2019;0435XXX2;451;140;6.2;6.2;;22.9;0;0;J;00_06E7_6A95;;Brice;ERC4;recapture 2019;;;;
17/09/2019;0435XXX2;558;382;9.6;9.6;;29.8;1;1;AG;00_06E4_AE37;;Brice;ERK1;recapture 2019;hors secteur;;;
17/09/2019;0435XXX6;422;130;6.2;5.9;;21.8;0;0;J;00_06E7_7ED0;;Brice;OO;recapture 2019;;;;
19/09/2019;0435XX14;341;57;4.4;4.2;;18;0;0;J;00_06E7_789B;;Brice;ERC2;pose 2019;;;;
16/09/2019;0435XX16;336;53;4;4;;13;0;0;J;00_06E7_744C;;Brice;SMC1;recapture 2019;;;;
16/09/2019;0435XX16;326;58;3.8;3.8;;12.2;0;0;J;00_071A_1F3A;;Brice;ERC2;pose 2019;;;;
16/09/2019;0435XX16;319;45;4;3.8;;13.8;0;0;J;00_06E7_79AA;;Brice;OO;pose 2019;;;;
16/09/2019;0435XX16;317;57;4.7;4.7;;17.3;0;0;J;00_06E7_633E;;Brice;ERC2;pose 2019;;;;
16/09/2019;0435XX16;329;55;4.3;4.2;;15.2;0;0;J;00_06E3_D7FB;;Brice;;pose 2019;;;;
16/09/2019;0435XX18;347;62;4.6;4.5;;16.6;0;0;J;00_06E7_829F;;Brice;;pose 2019;;;;
28/09/2020;0456XXX1;337;59;5.3;4.8;;17.2;0;0;J;00_071F_C815;;Brice;ERC1,HEA1;pose 2020;hors secteur;;;
28/09/2020;0456XXX1;464;185;7.2;6.8;;25.3;0;0;J;00_06E7_81B4;;Brice;ERC2,HEC1;pose 2020;;;;
28/09/2020;0456XXX1;459;146;5.8;5.7;;21.3;0;0;J;00_06E7_5F0F;;Brice;ERC2,HEC1;pose 2020;;;;
28/09/2020;0456XXX3;464;186;6.4;6.1;;23.9;0;0;J;00_06E7_6121;;Brice;CAC4;pose 2020;;;;
28/09/2020;0456XXX3;306;46;4.2;4.1;;14;0;0;J;00_06E3_DDC2;;Brice;OO;pose 2020;;;;
29/09/2020;0456XXX5;372;76;5.9;5.7;;17.6;0;0;J;00_06E7_7103;;Brice;ERC4;recapture 2020;;;;
29/09/2020;0456XXX8;387;77;5.6;5.6;;17.1;0;0;J;00_06E7_6666;;Brice;ERC4;recapture 2020;;;;
